date,open,high,close,low,volume,amount
2005/9/9,0.71,0.71,0.7,0.69,509320,1829884
2005/9/12,0.7,0.71,0.69,0.69,273759,969617
2005/9/13,0.7,0.71,0.71,0.7,702130,2518941
2005/9/14,0.71,0.73,0.73,0.71,1426207,5221477
2005/9/15,0.73,0.75,0.74,0.73,1868226,7016480
2005/9/16,0.73,0.74,0.73,0.73,1188740,4442040
2005/9/19,0.73,0.74,0.73,0.73,2079180,7716745
2005/9/20,0.73,0.73,0.73,0.71,1190379,4375092
2005/9/21,0.73,0.8,0.8,0.73,14049317,56144432
2005/9/22,0.8,0.83,0.81,0.77,12496747,51485021
2005/9/23,0.8,0.81,0.76,0.73,7067906,27255109
2005/9/26,0.75,0.75,0.74,0.72,2561032,9547773
2005/9/27,0.74,0.75,0.7,0.69,2797240,10326498
2005/9/28,0.7,0.72,0.7,0.69,2453143,8821739
2005/9/29,0.7,0.72,0.71,0.69,1489725,5331519
2005/9/30,0.71,0.71,0.7,0.69,1332920,4748929
2005/10/20,0.77,0.77,0.77,0.76,2170418,8485549
2005/10/21,0.8,0.8,0.75,0.74,4789586,18649203
2005/10/24,0.76,0.77,0.75,0.75,3383383,13062682
2005/10/25,0.75,0.78,0.73,0.73,1909800,7285425
2005/10/26,0.73,0.73,0.69,0.69,1226000,4438678
2005/10/27,0.69,0.71,0.69,0.69,704238,2490288
2005/10/28,0.69,0.7,0.69,0.66,1331967,4639600
2005/10/31,0.68,0.71,0.69,0.68,893914,3156267
2005/11/1,0.68,0.72,0.7,0.68,999385,3545658
2005/11/2,0.69,0.71,0.69,0.69,1400730,4963911
2005/11/3,0.69,0.69,0.67,0.66,1897599,6461999
2005/11/24,0.69,0.72,0.71,0.69,6181024,15376916
2005/11/25,0.7,0.71,0.7,0.7,2377841,5859409
2005/11/28,0.71,0.72,0.7,0.69,1767323,4370445
2005/11/29,0.7,0.71,0.7,0.69,1378052,3379847
2005/11/30,0.7,0.71,0.7,0.69,1581416,3876601
2005/12/1,0.69,0.7,0.69,0.69,2545919,6216977
2005/12/2,0.69,0.7,0.69,0.69,845243,2057373
2005/12/5,0.7,0.71,0.67,0.67,1184670,2858506
2005/12/6,0.67,0.68,0.66,0.66,1029575,2397453
2005/12/7,0.67,0.69,0.68,0.66,1320375,3140504
2005/12/8,0.67,0.68,0.66,0.66,460027,1077911
2005/12/9,0.66,0.68,0.68,0.66,670315,1576673
2005/12/12,0.68,0.68,0.67,0.67,762405,1806830
2005/12/13,0.68,0.68,0.67,0.66,568664,1342407
2005/12/14,0.67,0.68,0.67,0.66,789770,1858715
2005/12/15,0.67,0.67,0.67,0.66,999741,2341452
2005/12/16,0.67,0.68,0.68,0.67,1310085,3099384
2005/12/19,0.68,0.68,0.68,0.67,798959,1889538
2005/12/20,0.67,0.68,0.68,0.67,556481,1315303
2005/12/21,0.67,0.68,0.66,0.66,2193005,5120741
2005/12/22,0.66,0.71,0.71,0.66,3746800,9079346
2005/12/23,0.71,0.78,0.78,0.71,9088729,24104630
2005/12/26,0.77,0.79,0.77,0.76,4818466,13133178
2005/12/27,0.76,0.77,0.74,0.72,7331599,19112627
2005/12/28,0.74,0.74,0.74,0.72,2970905,7605580
2005/12/29,0.74,0.74,0.74,0.73,2568748,6610825
2006/1/4,0.74,0.75,0.72,0.7,2997071,7576204
2006/1/5,0.72,0.74,0.73,0.71,2894036,7313318
2006/1/6,0.73,0.75,0.74,0.72,4765737,12294033
2006/1/9,0.74,0.75,0.74,0.73,3799414,9829791
2006/1/10,0.74,0.75,0.75,0.72,4054569,10583790
2006/1/11,0.75,0.75,0.72,0.72,2760817,7088729
2006/1/12,0.72,0.74,0.74,0.72,1697124,4354437
2006/1/13,0.74,0.75,0.75,0.73,2519013,6537307
2006/1/16,0.75,0.77,0.74,0.74,4209986,11166977
2006/1/17,0.73,0.74,0.73,0.72,1818316,4635099
2006/1/18,0.73,0.75,0.74,0.72,2596835,6717297
2006/1/19,0.74,0.75,0.74,0.72,2407009,6212790
2006/1/20,0.74,0.74,0.74,0.73,1997020,5134496
2006/1/23,0.74,0.75,0.73,0.72,1999032,5111693
2006/1/24,0.73,0.73,0.72,0.72,1860920,4711396
2006/1/25,0.72,0.74,0.73,0.72,1310246,3349157
2006/2/6,0.74,0.74,0.74,0.73,2780131,7209009
2006/2/7,0.74,0.75,0.74,0.73,3183346,8265087
2006/2/8,0.74,0.78,0.77,0.74,6263336,16803493
2006/2/9,0.76,0.79,0.75,0.75,3806830,10191511
2006/2/10,0.75,0.76,0.75,0.74,2475650,6458840
2006/2/13,0.75,0.75,0.75,0.74,1573916,4099637
2006/2/14,0.75,0.75,0.74,0.74,2175131,5668603
2006/2/15,0.75,0.75,0.74,0.74,1622822,4213411
2006/2/16,0.74,0.74,0.71,0.7,2783768,7001289
2006/2/17,0.71,0.72,0.7,0.7,1292542,3197634
2006/2/20,0.7,0.72,0.7,0.7,755667,1874863
2006/2/21,0.7,0.72,0.71,0.7,983984,2443910
2006/2/22,0.71,0.74,0.72,0.71,1450008,3682359
2006/2/23,0.71,0.73,0.71,0.7,1213290,3033492
2006/2/24,0.71,0.72,0.71,0.7,1031804,2566590
2006/2/27,0.71,0.72,0.71,0.71,1627830,4071037
2006/2/28,0.71,0.71,0.7,0.69,1320295,3236781
2006/3/1,0.7,0.71,0.71,0.7,1247934,3081934
2006/3/2,0.71,0.71,0.69,0.69,1694593,4150377
2006/3/3,0.69,0.7,0.69,0.68,887089,2132604
2006/3/6,0.68,0.69,0.67,0.67,677600,1607527
2006/3/7,0.67,0.71,0.69,0.67,4241425,10338512
2006/3/8,0.69,0.7,0.68,0.67,1462850,3478768
2006/3/9,0.68,0.68,0.67,0.67,833670,1973313
2006/3/10,0.67,0.69,0.68,0.67,685505,1636896
2006/3/13,0.68,0.7,0.69,0.67,1049501,2511096
2006/3/14,0.69,0.69,0.67,0.66,1860039,4367966
2006/3/15,0.67,0.68,0.67,0.66,1599755,3752071
2006/3/16,0.67,0.68,0.67,0.66,1229181,2879052
2006/3/17,0.67,0.67,0.67,0.66,971749,2272357
2006/3/20,0.67,0.67,0.67,0.66,4944650,11529358
2006/3/21,0.67,0.74,0.74,0.67,34657020,89306706
2006/3/22,0.76,0.76,0.73,0.72,19043942,49352931
2006/3/23,0.73,0.73,0.72,0.7,9369849,23534505
2006/3/24,0.71,0.75,0.75,0.7,14215129,36566544
2006/3/27,0.74,0.76,0.73,0.72,6746234,17438561
2006/3/28,0.73,0.74,0.73,0.72,4863732,12450592
2006/3/29,0.73,0.75,0.73,0.72,5646429,14545208
2006/3/30,0.73,0.73,0.7,0.7,4915025,12321363
2006/3/31,0.7,0.71,0.69,0.68,5145849,12384669
2006/4/3,0.69,0.7,0.69,0.67,4274434,10247527
2006/4/4,0.69,0.69,0.69,0.68,3660922,8814776
2006/4/5,0.69,0.71,0.7,0.69,4548337,11199538
2006/4/6,0.7,0.71,0.69,0.68,4701043,11379136
2006/4/7,0.68,0.7,0.7,0.68,4683498,11363781
2006/4/10,0.7,0.72,0.72,0.69,8407508,20634396
2006/4/11,0.72,0.72,0.72,0.7,7049533,17629885
2006/4/12,0.72,0.73,0.72,0.71,5438097,13733006
2006/4/13,0.72,0.72,0.69,0.69,5756356,14218822
2006/4/14,0.69,0.72,0.71,0.68,4317770,10512580
2006/4/17,0.7,0.71,0.7,0.69,3679539,9037968
2006/4/18,0.69,0.72,0.7,0.69,2995355,7369972
2006/4/19,0.72,0.73,0.71,0.7,5520300,13810636
2006/4/20,0.71,0.71,0.68,0.68,4560420,11002965
2006/4/21,0.68,0.7,0.69,0.68,11550010,27912874
2006/4/24,0.73,0.76,0.76,0.72,37245546,98664887
2006/4/25,0.78,0.84,0.84,0.78,22657302,65037942
2006/4/27,0.8,0.84,0.78,0.74,20396900,56018697
2006/4/28,0.77,0.85,0.84,0.74,19504762,54566046
2006/5/8,0.85,0.9,0.86,0.82,21474478,64828696
2006/5/9,0.86,0.86,0.84,0.82,15701609,46020931
2006/5/10,0.84,0.93,0.93,0.81,27042233,84273725
2006/5/11,0.94,1.02,0.93,0.92,27690917,95353314
2006/5/12,0.92,0.99,0.97,0.89,17712000,59038375
2006/5/15,0.98,1.01,0.96,0.91,17698431,59582235
2006/5/16,0.96,0.96,0.87,0.87,17313022,54783007
2006/5/17,0.85,0.89,0.87,0.83,13297135,39867579
2006/5/18,0.86,0.86,0.85,0.83,6864845,20361549
2006/5/19,0.85,0.88,0.87,0.85,9626076,29339277
2006/5/22,0.87,0.93,0.91,0.87,11998616,38074620
2006/5/23,0.91,0.91,0.83,0.83,9939850,30283025
2006/5/24,0.83,0.86,0.82,0.8,6789301,19755601
2006/5/25,0.81,0.84,0.84,0.81,3877098,11286797
2006/5/26,0.85,0.85,0.84,0.83,4445564,13117007
2006/5/30,0.87,0.9,0.89,0.85,9033360,27506329
2006/5/31,0.89,0.89,0.86,0.85,6918113,21125997
2006/6/1,0.85,0.89,0.88,0.85,9254055,28504091
2006/6/2,0.88,0.95,0.92,0.88,19971557,64593461
2006/6/5,0.92,0.95,0.95,0.91,9006176,29408263
2006/6/6,0.96,0.97,0.91,0.91,8485961,27784643
2006/6/7,0.9,0.91,0.83,0.82,11183143,33528409
2006/6/8,0.85,0.92,0.92,0.84,26297695,82744142
2006/6/9,0.93,0.97,0.89,0.89,18133172,59339735
2006/6/12,0.89,0.89,0.86,0.83,6427655,19352588
2006/6/13,0.86,0.89,0.87,0.85,5026484,15225440
2006/6/14,0.87,0.87,0.83,0.82,4954501,14578311
2006/6/15,0.83,0.85,0.83,0.81,3979385,11646120
2006/6/16,0.83,0.86,0.86,0.83,3806335,11271552
2006/6/19,0.86,0.87,0.86,0.84,4076002,12221160
2006/6/20,0.86,0.86,0.85,0.84,3878107,11524861
2006/6/21,0.84,0.9,0.88,0.83,9093220,27902836
2006/6/22,0.88,0.91,0.91,0.87,11979104,37778181
2006/6/23,0.91,0.92,0.9,0.89,7783511,24758271
2006/6/26,0.91,0.92,0.91,0.9,7043224,22480687
2006/6/27,0.91,0.92,0.9,0.88,5202582,16349622
2006/6/28,0.9,0.91,0.91,0.88,6213478,19537523
2006/6/29,0.91,0.94,0.92,0.91,12220478,39909763
2006/7/3,0.99,1,0.97,0.96,18685899,63993257
2006/7/4,0.97,0.99,0.95,0.94,14039435,47434169
2006/7/5,0.95,0.97,0.96,0.92,7144183,23700647
2006/7/6,0.96,0.97,0.97,0.95,8075415,27322623
2006/7/7,0.97,0.98,0.93,0.93,8550414,28405380
2006/7/10,0.93,0.96,0.94,0.92,4312186,14228490
2006/7/11,0.94,0.95,0.94,0.93,4235665,13934871
2006/7/12,0.94,0.95,0.93,0.92,6469503,21171075
2006/7/13,0.92,0.93,0.84,0.83,12757560,38873218
2006/7/14,0.83,0.85,0.84,0.82,6169366,18134196
2006/7/17,0.83,0.85,0.85,0.83,4264865,12551999
2006/7/18,0.85,0.87,0.86,0.84,5301261,15896813
2006/7/19,0.86,0.86,0.83,0.82,4862376,14269053
2006/7/20,0.83,0.85,0.84,0.83,2218442,6531060
2006/7/21,0.84,0.87,0.85,0.83,4220890,12587678
2006/7/24,0.84,0.84,0.83,0.8,3284602,9496547
2006/7/25,0.83,0.85,0.85,0.83,3193523,9438502
2006/7/26,0.85,0.87,0.86,0.84,4651595,13918691
2006/7/27,0.86,0.87,0.84,0.83,4045682,12121987
2006/7/28,0.84,0.86,0.85,0.83,4733120,14013870
2006/7/31,0.84,0.85,0.8,0.8,5890656,16962597
2006/8/1,0.8,0.81,0.77,0.77,5772181,16083478
2006/8/2,0.77,0.78,0.77,0.76,6451793,17463242
2006/8/3,0.77,0.8,0.79,0.76,7044140,19119598
2006/8/4,0.77,0.81,0.74,0.74,6484827,17570026
2006/8/7,0.74,0.74,0.71,0.7,3741728,9462553
2006/8/8,0.71,0.74,0.74,0.71,3437850,8760232
2006/8/9,0.74,0.74,0.73,0.72,1823521,4660205
2006/8/10,0.73,0.75,0.74,0.72,2221012,5768850
2006/8/11,0.74,0.76,0.75,0.73,2823216,7367062
2006/8/14,0.76,0.76,0.72,0.71,2746183,7017145
2006/8/15,0.73,0.74,0.73,0.72,2021987,5167855
2006/8/16,0.73,0.76,0.76,0.72,3628165,9493733
2006/8/17,0.75,0.77,0.77,0.74,5355710,14222934
2006/8/18,0.77,0.79,0.76,0.76,5691755,15447206
2006/8/21,0.74,0.76,0.75,0.73,4638313,12120293
2006/8/22,0.75,0.79,0.78,0.75,5986568,16246184
2006/8/23,0.78,0.8,0.78,0.77,7135382,19715089
2006/8/24,0.78,0.8,0.79,0.77,6486850,17922680
2006/8/25,0.8,0.81,0.78,0.78,5406229,15161084
2006/8/28,0.8,0.81,0.81,0.79,4208322,11842662
2006/8/29,0.8,0.81,0.79,0.79,5130900,14476422
2006/8/30,0.79,0.79,0.79,0.78,2901330,8040943
2006/9/1,0.79,0.8,0.77,0.77,3904600,10775321
2006/9/4,0.77,0.78,0.78,0.76,2649796,7217631
2006/9/5,0.78,0.8,0.79,0.77,4222834,11614422
2006/9/6,0.8,0.81,0.81,0.79,7257893,20527497
2006/9/7,0.81,0.81,0.79,0.78,3659615,10198395
2006/9/8,0.79,0.81,0.8,0.79,2647786,7435888
2006/9/11,0.8,0.8,0.8,0.78,2279473,6346729
2006/9/12,0.79,0.8,0.79,0.79,1970874,5517788
2006/9/13,0.8,0.81,0.79,0.78,2252190,6280790
2006/9/14,0.78,0.79,0.78,0.77,2908995,7953167
2006/9/15,0.78,0.8,0.79,0.78,2716099,7558645
2006/9/18,0.79,0.87,0.87,0.78,19716361,58766711
2006/9/20,0.89,0.92,0.92,0.88,16904321,53903448
2006/9/21,0.93,0.93,0.91,0.89,13006894,41269440
2006/9/26,0.99,0.99,0.95,0.95,16403940,55886050
2006/9/27,0.97,0.98,0.96,0.94,10836829,36471518
2006/9/28,0.96,0.97,0.96,0.93,7750072,25835123
2006/9/29,0.96,0.99,0.97,0.95,10884325,37127585
2006/10/9,0.97,0.98,0.97,0.95,8800648,29756902
2006/10/10,0.97,1.02,1,0.96,12729590,44403752
2006/10/11,1.01,1.09,1.05,1,15891900,58660784
2006/10/12,1.05,1.06,1.01,1,10546942,38160699
2006/10/16,1.01,1.04,0.92,0.91,15530476,52161447
2006/10/17,0.92,1.01,1.01,0.89,20736884,68536968
2006/10/18,1,1.02,1,0.97,12377024,43412231
2006/10/19,1,1.06,1.03,0.98,12205583,43945146
2006/10/20,1.02,1.09,1.05,1.02,13053717,48539543
2006/10/23,1.05,1.11,1.01,1.01,14093992,52325083
2006/10/24,1.03,1.08,1.06,1,10064107,36805845
2006/10/25,1.06,1.08,1.04,1.03,10011553,36935973
2006/10/26,1.04,1.07,1.03,1.02,8020410,29358801
2006/10/27,1.02,1.02,0.96,0.95,10208779,34813375
2006/10/30,0.96,0.98,0.95,0.92,8191945,27085055
2006/10/31,0.95,0.99,0.98,0.94,5845338,20014885
2006/11/1,0.98,0.99,0.98,0.96,3389560,11638795
2006/11/2,0.98,0.98,0.95,0.93,5880310,19570825
2006/11/3,0.95,0.95,0.95,0.93,6000861,19766868
2006/11/6,0.95,1.03,1.03,0.94,11984351,42096729
2006/11/7,1.01,1.04,1,0.99,6579991,23280693
2006/11/8,1.01,1.01,0.99,0.96,5419988,18676587
2006/11/9,0.98,1,0.99,0.96,4559233,15801221
2006/11/10,0.99,1,0.99,0.95,7248380,24645416
2006/11/13,0.98,0.98,0.96,0.93,6467678,21628836
2006/11/14,0.95,0.96,0.93,0.9,8541299,27692297
2006/11/15,0.93,0.96,0.95,0.91,6388721,20966085
2006/11/16,0.94,0.95,0.92,0.92,4692021,15332763
2006/11/17,0.92,0.95,0.93,0.9,6347810,20538086
2006/11/20,0.93,0.94,0.93,0.91,4858965,15704915
2006/11/21,0.93,0.93,0.9,0.88,10129663,31828555
2006/11/22,0.9,0.92,0.91,0.9,9492289,30267404
2006/11/23,0.91,0.93,0.91,0.9,6961929,22352720
2006/11/27,0.91,0.96,0.95,0.91,11255662,37104500
2006/11/28,0.94,0.97,0.95,0.93,6349087,21180570
2006/11/29,0.93,0.95,0.95,0.91,6989194,22966198
2006/11/30,0.96,0.97,0.96,0.94,10329523,34637843
2006/12/1,0.96,1.01,0.99,0.95,16323587,56548049
2006/12/4,0.99,1.03,1.01,0.97,11546678,40751677
2006/12/5,1,1.01,0.99,0.98,9724410,33830056
2006/12/6,0.99,0.99,0.96,0.93,11462173,38593086
2006/12/7,0.94,0.97,0.94,0.93,12004838,39973054
2006/12/8,0.93,0.94,0.9,0.9,7042719,22589285
2006/12/11,0.89,0.93,0.93,0.89,3952865,12630227
2006/12/12,0.93,0.93,0.91,0.9,4339543,13849950
2006/12/13,0.91,0.92,0.91,0.9,3605019,11546609
2006/12/14,0.93,0.97,0.96,0.91,8974746,29584562
2006/12/15,0.96,0.98,0.95,0.95,7088910,23960872
2006/12/18,0.96,1,0.99,0.95,12522680,42671680
2006/12/19,0.99,0.99,0.98,0.95,9847858,33550436
2006/12/20,0.97,1.01,1,0.96,12645078,43808851
2006/12/21,1,1.02,0.97,0.97,11920508,41671259
2006/12/22,0.97,0.97,0.95,0.94,7165671,23999336
2006/12/25,0.95,0.99,0.97,0.95,6898012,23505773
2006/12/26,0.98,0.98,0.96,0.93,5184057,17413879
2006/12/27,0.95,0.96,0.94,0.93,5527246,18302908
2006/12/28,0.94,0.95,0.91,0.91,6843587,22155958
2007/1/4,0.93,0.96,0.92,0.91,7326375,24120833
2007/1/5,0.92,0.95,0.95,0.92,4416252,14564117
2007/1/8,0.95,1.01,1,0.94,12032721,41730811
2007/1/9,1,1.03,1.01,0.99,14148855,50349338
2007/1/10,1.01,1.11,1.08,1,20650002,76835108
2007/1/11,1.07,1.12,1.06,1.06,21471335,81853535
2007/1/15,1.09,1.19,1.18,1.09,22965612,92862741
2007/1/16,1.19,1.21,1.17,1.15,15948348,65335325
2007/1/17,1.19,1.19,1.13,1.09,18096432,72832319
2007/1/18,1.13,1.17,1.16,1.09,12806731,50654449
2007/1/19,1.16,1.2,1.18,1.16,14100264,58385938
2007/1/22,1.2,1.29,1.27,1.19,14690811,64457697
2007/1/24,1.32,1.36,1.33,1.3,11404423,53374829
2007/1/25,1.32,1.32,1.21,1.2,15182378,66916973
2007/1/26,1.17,1.23,1.23,1.13,12611140,52431166
2007/1/29,1.24,1.29,1.27,1.23,12205581,53939851
2007/1/30,1.3,1.3,1.23,1.21,12379387,53872526
2007/1/31,1.22,1.32,1.2,1.2,16470318,72885696
2007/2/1,1.2,1.25,1.23,1.15,12154981,51420215
2007/2/2,1.23,1.27,1.26,1.2,15606414,68200673
2007/2/5,1.28,1.32,1.31,1.26,17932030,81599009
2007/2/6,1.34,1.34,1.31,1.28,11293806,52145602
2007/2/7,1.31,1.34,1.32,1.29,11234621,51810924
2007/2/9,1.34,1.39,1.34,1.32,14462857,68992197
2007/2/12,1.35,1.41,1.4,1.32,11484935,54806018
2007/2/13,1.41,1.41,1.38,1.36,8763484,42450540
2007/2/14,1.39,1.42,1.4,1.38,9382067,46088780
2007/2/15,1.4,1.45,1.45,1.38,13380663,66472934
2007/2/16,1.45,1.5,1.45,1.43,10299930,52924657
2007/2/26,1.46,1.57,1.56,1.43,9723585,50969027
2007/2/28,1.36,1.5,1.49,1.36,14155338,71551020
2007/3/1,1.49,1.5,1.4,1.36,13798430,68958578
2007/3/2,1.4,1.48,1.46,1.4,10399832,52825892
2007/3/5,1.46,1.49,1.44,1.38,10421817,52503730
2007/3/6,1.44,1.48,1.48,1.39,10474970,53123015
2007/3/15,1.78,1.85,1.79,1.77,11042126,69776600
2007/3/16,1.81,1.82,1.73,1.7,11759087,72343088
2007/3/19,1.65,1.76,1.72,1.62,9822134,58956617
2007/3/20,1.72,1.79,1.78,1.72,9213816,57088477
2007/3/30,1.85,1.92,1.9,1.85,9987078,65730946
2007/4/2,1.9,1.98,1.98,1.87,11574397,78901844
2007/4/4,2.09,2.09,2.05,2.04,12320054,89146386
2007/4/5,2.05,2.13,2.11,2.04,12886155,95163988
2007/4/6,2.08,2.17,2.11,2.05,11327420,84439421
2007/6/4,2.08,2.18,2.05,2.05,3598000,26195594
2007/6/15,2.05,2.09,2.04,1.97,13250311,94256680
2007/6/21,2.05,2.11,2.09,1.97,11100224,79349748
2007/6/22,2.1,2.1,1.88,1.88,10739505,74128346
2007/6/25,1.9,1.9,1.69,1.69,11386780,69725397
2007/6/26,1.62,1.67,1.66,1.52,12425233,69012573
2007/6/27,1.65,1.83,1.83,1.62,13964117,84802374
2007/6/29,1.53,1.65,1.58,1.48,9702442,52920609
2007/7/2,1.56,1.7,1.68,1.56,7840951,44257514
2007/7/3,1.66,1.67,1.62,1.58,5518989,31487500
2007/7/4,1.62,1.63,1.54,1.53,4339857,23961572
2007/7/5,1.48,1.53,1.39,1.39,5476361,27917072
2007/7/6,1.37,1.52,1.5,1.37,7231766,36767310
2007/7/9,1.51,1.58,1.55,1.48,7058937,38066495
2007/7/10,1.55,1.56,1.49,1.47,5674408,29980634
2007/7/11,1.45,1.54,1.52,1.45,3557683,18777974
2007/7/12,1.52,1.56,1.52,1.5,4085915,21851588
2007/7/13,1.5,1.52,1.49,1.46,3162600,16450339
2007/7/16,1.47,1.5,1.42,1.41,3444155,17355272
2007/7/17,1.42,1.48,1.47,1.42,3364938,17225758
2007/7/18,1.48,1.49,1.47,1.44,2864475,14760783
2007/7/19,1.47,1.5,1.48,1.44,2486378,12878602
2007/7/20,1.48,1.58,1.56,1.48,7271913,39235501
2007/7/23,1.56,1.66,1.63,1.55,9253329,52199253
2007/7/24,1.62,1.7,1.64,1.6,9241516,53534902
2007/7/25,1.65,1.72,1.71,1.64,7709682,45307352
2007/7/26,1.72,1.81,1.77,1.72,10515074,64961899
2007/7/27,1.75,1.86,1.82,1.71,9929330,61931508
2007/7/30,1.82,1.86,1.83,1.8,9104761,58551322
2007/7/31,1.82,1.94,1.9,1.75,13618908,88672642
2007/8/1,1.91,1.93,1.72,1.71,12936857,82933211
2007/8/2,1.72,1.82,1.79,1.7,7998237,49433432
2007/8/3,1.79,1.82,1.75,1.74,7683290,47842929
2007/8/6,1.76,1.82,1.82,1.73,9056935,56345405
2007/8/7,1.79,1.81,1.76,1.74,8206492,51000709
2007/8/8,1.74,1.75,1.71,1.67,7021889,42080290
2007/8/9,1.7,1.75,1.72,1.7,4989796,30275387
2007/8/10,1.72,1.75,1.68,1.63,5797684,34391967
2007/8/13,1.67,1.75,1.75,1.66,6820809,40731141
2007/8/14,1.77,1.81,1.8,1.75,11095569,69784470
2007/8/15,1.79,1.82,1.74,1.7,6874672,42352391
2007/8/16,1.73,1.79,1.79,1.7,5896304,36220006
2007/8/17,1.76,1.85,1.78,1.76,9275307,58936459
2007/8/20,1.82,1.88,1.86,1.79,11136669,71825265
2007/8/21,1.86,1.95,1.94,1.83,13264026,88664874
2007/8/23,2.04,2.05,1.97,1.95,10282865,71406416
2007/8/24,1.98,1.99,1.96,1.93,9525229,65055745
2007/8/27,1.98,1.99,1.9,1.88,8498286,57350178
2007/8/28,1.89,1.99,1.99,1.85,12041271,81378813
2007/8/29,1.97,1.98,1.91,1.9,6263114,42477591
2007/8/30,1.91,1.99,1.99,1.9,8763461,60122750
2007/8/31,2.02,2.1,2.03,1.99,11840471,84863070
2007/9/3,2.11,2.16,2.09,2.05,12112471,89454406
2007/12/14,3.1,3.1,2.54,2.54,1666400,14864484
2007/12/20,2.38,2.5,2.42,2.37,11263794,96724082
2007/12/28,2.5,2.51,2.41,2.41,9299298,79668658
2008/1/10,2.72,2.75,2.64,2.62,10198565,95673133
2008/1/11,2.65,2.68,2.54,2.49,9135647,81736529
2008/1/14,2.51,2.59,2.54,2.45,7055087,62091533
2008/1/15,2.52,2.63,2.56,2.5,8067890,72394927
2008/1/16,2.53,2.58,2.48,2.48,5653689,50042856
2008/1/17,2.47,2.52,2.33,2.28,6461519,54484240
2008/1/18,2.32,2.38,2.37,2.31,3137919,25898667
2008/1/21,2.38,2.45,2.35,2.28,4721024,39849300
2008/1/22,2.28,2.32,2.11,2.11,6284888,47517830
2008/1/23,2.1,2.19,2.17,2.02,5296259,39542489
2008/1/24,2.17,2.38,2.38,2.17,7186881,58680680
2008/1/25,2.39,2.47,2.39,2.33,6339188,53337885
2008/1/28,2.36,2.36,2.15,2.15,4764741,37084723
2008/1/29,2.15,2.28,2.24,2.13,2985495,23230362
2008/1/30,2.15,2.17,2.09,2.02,9822122,72648390
2008/1/31,2.07,2.09,1.89,1.88,9534811,65162912
2008/2/1,1.86,1.88,1.72,1.7,6285033,38565442
2008/2/4,1.82,1.89,1.89,1.8,4996288,32736872
2008/2/5,1.92,2.04,2.01,1.89,7695837,53290891
2008/2/13,1.99,2.02,1.97,1.89,2323188,16077682
2008/2/14,1.99,2.03,2,1.97,1534391,10771416
2008/2/15,1.99,2.01,2,1.9,2579825,17651346
2008/2/18,2.02,2.08,2.03,1.99,2974048,21189743
2008/2/19,2.05,2.13,2.1,2.01,3248668,23602380
2008/2/20,2.11,2.31,2.31,2.01,8512999,66373636
2008/2/22,2.34,2.45,2.37,2.31,8152090,67678704
2008/2/26,2.48,2.52,2.4,2.28,9014143,76131757
2008/2/27,2.4,2.46,2.4,2.34,5015314,42206188
2008/2/28,2.42,2.42,2.37,2.34,4600471,38248973
2008/2/29,2.37,2.4,2.36,2.33,4255144,35178124
2008/3/3,2.33,2.51,2.49,2.3,9798424,83301749
2008/3/4,2.48,2.5,2.41,2.41,11497628,99135564
2008/3/5,2.42,2.42,2.37,2.31,4377531,36391306
2008/3/6,2.39,2.54,2.46,2.36,8942292,77311231
2008/3/7,2.45,2.51,2.46,2.4,8471730,73544191
2008/3/17,2.18,2.25,2.01,2.01,10596457,78299264
2008/3/18,1.91,2.09,1.99,1.83,8000233,55132578
2008/3/19,2.04,2.13,2.1,1.97,6894419,49958331
2008/3/20,2.05,2.19,2.15,1.94,7990330,58245025
2008/3/21,2.15,2.2,2.14,2.09,5108541,38543940
2008/3/24,2.17,2.2,2.15,2.12,4818889,36595663
2008/3/25,2.11,2.25,2.23,2,5712889,42607286
2008/3/26,2.21,2.27,2.19,2.14,4044922,31100324
2008/3/27,2.14,2.16,2.05,2.02,3786073,27793210
2008/3/28,2.03,2.16,2.13,1.99,3844015,28042683
2008/3/31,2.11,2.11,1.92,1.92,4946894,35006155
2008/4/1,1.88,1.94,1.73,1.73,7489907,46460479
2008/4/2,1.73,1.78,1.56,1.55,5280043,30044143
2008/4/3,1.54,1.62,1.58,1.44,2743969,14945701
2008/4/7,1.57,1.72,1.72,1.57,3604452,21267269
2008/4/8,1.74,1.75,1.73,1.69,3413361,20647938
2008/4/9,1.73,1.73,1.6,1.58,3113582,18224640
2008/4/10,1.56,1.62,1.61,1.53,2428122,13492767
2008/4/11,1.62,1.71,1.66,1.6,2919890,17053186
2008/4/14,1.61,1.64,1.5,1.5,3378044,18279129
2008/4/15,1.51,1.53,1.52,1.38,3373611,17233363
2008/4/16,1.53,1.53,1.43,1.43,2228728,11447182
2008/4/17,1.45,1.47,1.36,1.33,2595828,12719608
2008/4/18,1.36,1.42,1.33,1.27,2682873,12723246
2008/4/21,1.46,1.46,1.33,1.28,3093935,15138639
2008/4/22,1.29,1.34,1.28,1.2,2983749,13176996
2008/4/23,1.28,1.36,1.34,1.24,2982673,13659401
2008/4/24,1.45,1.47,1.46,1.4,7952045,40304509
2008/4/25,1.42,1.52,1.43,1.41,8491277,43715031
2008/4/29,1.36,1.45,1.44,1.36,9720743,47492983
2008/4/30,1.41,1.51,1.51,1.4,9919944,51804343
2008/5/5,1.53,1.56,1.55,1.49,6601302,35373454
2008/5/6,1.54,1.56,1.53,1.49,5671316,30151220
2008/5/7,1.54,1.6,1.53,1.5,7494711,40985953
