date,open,high,close,low,volume,amount
2014/1/7,2.56,2.64,2.6,2.54,8426711,68731864
2014/1/8,2.59,2.64,2.55,2.54,6069541,48840108
2014/1/9,2.55,2.61,2.48,2.46,7481915,58998912
2014/1/10,2.47,2.51,2.5,2.44,5447340,41987020
2014/1/13,2.51,2.51,2.4,2.39,3897608,29709964
2014/1/14,2.4,2.45,2.45,2.35,4465554,33290850
2014/1/15,2.45,2.53,2.53,2.45,5626746,43634712
2014/1/16,2.52,2.62,2.53,2.5,7134177,57021012
2014/1/17,2.52,2.58,2.54,2.49,5169021,40913048
2014/1/20,2.54,2.63,2.57,2.53,8894471,71647296
2014/1/21,2.57,2.61,2.58,2.55,7783245,62569704
2014/1/27,2.7,2.7,2.64,2.61,10192397,84120408
2014/1/28,2.63,2.69,2.65,2.62,7141477,59006328
2014/1/29,2.64,2.64,2.63,2.57,6805745,55327528
2014/1/30,2.63,2.64,2.59,2.59,4023216,32824950
2014/2/7,2.53,2.71,2.68,2.52,6722623,55495208
2014/2/10,2.7,2.77,2.75,2.69,8095191,69017944
2014/2/11,2.76,2.8,2.71,2.69,7580177,64715548
2014/2/13,2.77,2.8,2.72,2.71,11091820,95090360
2014/2/14,2.74,2.87,2.75,2.72,9242615,80227344
2014/2/28,2.98,3.01,3.01,2.9,6959832,63941296
2014/3/4,3.16,3.25,3.18,3.12,8298716,81960296
2014/3/7,2.97,3.03,2.94,2.93,8109066,74922352
2014/3/10,2.89,2.95,2.79,2.76,9703427,85824696
2014/3/11,2.76,2.81,2.72,2.71,4794414,41175228
2014/3/12,2.72,2.79,2.76,2.7,5019117,43004080
2014/3/13,2.79,2.8,2.79,2.74,4981577,43130844
2014/3/14,2.84,2.84,2.8,2.76,5898980,51577324
2014/3/17,2.79,2.81,2.79,2.75,7376314,64101612
2014/3/18,2.8,2.85,2.8,2.78,9913203,86738408
2014/3/19,2.81,2.81,2.75,2.69,9183587,78263232
2014/3/20,2.77,2.77,2.61,2.6,11105379,93260480
2014/3/21,2.6,2.66,2.65,2.52,6236652,50291636
2014/3/24,2.66,2.69,2.59,2.56,11844245,95688240
2014/3/25,2.57,2.61,2.59,2.55,5876041,47378016
2014/3/26,2.59,2.67,2.65,2.59,9911699,81315592
2014/3/28,2.62,2.66,2.49,2.46,10828196,85065024
2014/3/31,2.5,2.52,2.44,2.42,4714656,36046080
2014/4/1,2.45,2.51,2.49,2.44,4644915,35823256
2014/4/2,2.52,2.54,2.49,2.48,6182617,48306096
2014/4/8,2.69,2.74,2.71,2.68,10576612,89683040
2014/4/10,2.76,2.78,2.71,2.7,8437448,71893672
2014/4/11,2.69,2.74,2.73,2.66,7186074,60509176
2014/4/14,2.72,2.75,2.73,2.68,4668349,39544868
2014/4/15,2.72,2.8,2.74,2.7,7111919,61177428
2014/4/16,2.75,2.76,2.69,2.67,5025378,42481684
2014/4/17,2.71,2.75,2.75,2.68,5257493,44667756
2014/4/18,2.73,2.74,2.73,2.69,4511711,38218272
2014/4/21,2.71,2.73,2.64,2.63,6417338,53695176
2014/4/22,2.64,2.65,2.56,2.51,7997831,63868308
2014/4/23,2.56,2.57,2.51,2.51,4387150,34767200
2014/4/24,2.52,2.58,2.54,2.52,4564512,36279644
2014/4/25,2.47,2.53,2.53,2.43,5515162,42622100
2014/4/28,2.5,2.53,2.43,2.42,4505058,34791480
2014/4/29,2.45,2.51,2.48,2.44,4579951,35396468
2014/4/30,2.37,2.44,2.37,2.31,7562126,55910800
2014/5/5,2.37,2.37,2.35,2.31,4274417,31107512
2014/5/6,2.35,2.39,2.37,2.34,4107948,30356582
2014/5/7,2.37,2.38,2.29,2.29,3763069,27329672
2014/5/8,2.29,2.43,2.41,2.26,8425673,62574920
2014/5/9,2.4,2.41,2.33,2.32,3348097,24652220
2014/5/12,2.34,2.41,2.41,2.34,3223076,23914376
2014/5/13,2.39,2.42,2.39,2.37,2284693,17057020
2014/5/14,2.39,2.48,2.41,2.37,4714389,35512280
2014/5/15,2.39,2.39,2.34,2.33,2524692,18597030
2014/5/16,2.33,2.36,2.33,2.31,2041119,14832755
2014/5/19,2.33,2.34,2.32,2.3,1691543,12222159
2014/5/20,2.34,2.37,2.32,2.31,2212035,16151595
2014/5/21,2.31,2.35,2.35,2.31,2163024,15779345
2014/5/22,2.4,2.46,2.39,2.38,7460684,56341596
2014/5/23,2.39,2.41,2.4,2.37,2937292,21835786
2014/5/26,2.42,2.46,2.45,2.38,4749136,35798744
2014/5/27,2.44,2.46,2.43,2.42,3116594,23655076
2014/5/28,2.42,2.47,2.47,2.39,5342000,40661592
2014/5/29,2.46,2.49,2.45,2.44,4485681,34470640
2014/5/30,2.46,2.49,2.46,2.4,3294503,25151508
2014/6/3,2.42,2.47,2.43,2.42,2523358,19305298
2014/6/4,2.45,2.46,2.46,2.42,3236789,24693794
2014/6/5,2.44,2.5,2.49,2.4,5599612,42751144
2014/6/6,2.54,2.62,2.6,2.52,9181259,73795552
2014/6/9,2.57,2.61,2.6,2.56,3709804,29960466
2014/6/10,2.6,2.62,2.61,2.57,3263215,26401928
2014/6/11,2.61,2.68,2.66,2.6,7519108,62093088
2014/6/12,2.38,2.46,2.45,2.35,5969546,43089176
2014/6/17,2.47,2.54,2.45,2.42,10582405,78395240
2014/6/18,2.45,2.48,2.39,2.39,6859633,49755912
2014/6/19,2.4,2.43,2.37,2.36,5635438,40560932
2014/6/20,2.39,2.41,2.4,2.34,3915951,28035110
2014/6/23,2.41,2.5,2.45,2.4,7864840,57753208
2014/6/24,2.45,2.48,2.46,2.43,5230257,38649232
2014/6/25,2.46,2.48,2.45,2.41,5342061,39211900
2014/6/27,2.55,2.62,2.61,2.53,12742520,98764768
2014/7/2,2.79,2.8,2.79,2.73,7497091,62430744
2014/7/3,2.76,2.84,2.78,2.71,7617240,63428152
2014/7/4,2.78,2.79,2.7,2.7,4745671,38832272
2014/7/7,2.71,2.85,2.73,2.71,9354602,77555360
2014/7/8,2.71,2.78,2.73,2.7,5218045,42939160
2014/7/9,2.73,2.77,2.7,2.7,6430718,52609800
2014/7/10,2.7,2.75,2.71,2.69,4773636,38936768
2014/7/11,2.72,2.82,2.76,2.7,4446418,36899584
2014/7/14,2.78,2.81,2.79,2.74,4324036,36020840
2014/7/15,2.78,2.81,2.78,2.73,4082655,33880224
2014/7/16,2.79,2.8,2.69,2.67,6789374,55180712
2014/7/17,2.68,2.7,2.63,2.61,5070342,40122396
2014/7/18,2.63,2.67,2.65,2.6,3903948,31012696
2014/7/21,2.64,2.66,2.65,2.62,3109341,24647872
2014/7/22,2.65,2.7,2.68,2.63,4229497,33983088
2014/7/23,2.73,2.73,2.64,2.63,2776396,22180224
2014/7/24,2.64,2.65,2.64,2.57,3540025,27720096
2014/7/25,2.65,2.74,2.67,2.65,4643320,37553556
2014/7/28,2.67,2.73,2.73,2.67,6348841,51472660
2014/7/29,2.73,2.84,2.84,2.7,11562952,97134808
2014/8/1,2.94,2.94,2.93,2.87,7057273,61577840
2014/8/4,2.91,3,2.97,2.91,6414468,57038500
2014/8/5,2.98,2.98,2.94,2.89,3819702,33671532
2014/8/6,2.95,3.06,3.03,2.95,8729191,78660448
2014/8/8,3.11,3.13,3.08,3.03,6488131,59817888
2014/8/11,3.08,3.14,3.1,3.06,6165022,57129456
2014/8/12,3.13,3.14,3.13,3.04,7692338,71551616
2014/8/13,3.13,3.17,3.13,3.09,10110408,94495768
2014/8/14,3.15,3.18,3.16,3.12,6911833,65273724
2014/8/15,3.16,3.23,3.19,3.12,6583052,62767644
2014/8/18,3.19,3.24,3.21,3.14,7421808,70966904
2014/8/19,3.21,3.22,3.17,3.11,9316324,87971080
2014/8/20,3.17,3.18,3.17,3.12,7577922,71767560
2014/8/21,3.17,3.18,3.17,3.12,7525189,71150384
2014/8/22,3.18,3.19,3.18,3.15,5308426,50473092
2014/8/25,3.19,3.22,3.2,3.17,8149376,78126424
2014/9/1,3.11,3.18,3.16,3.08,8710357,82113224
2014/9/17,3.17,3.19,3.17,3.09,8977768,84858608
2014/9/19,3.21,3.22,3.19,3.12,9711883,92279040
2014/9/22,3.19,3.21,3.07,3.07,10148234,94429016
2014/9/23,3.05,3.13,3.1,3.05,6438967,59908832
2014/9/24,3.08,3.14,3.13,3.07,8465213,79056328
2014/9/25,3.12,3.18,3.12,3.11,9793335,92467552
2014/9/26,3.13,3.17,3.13,3.12,4537734,42654124
2014/9/29,3.13,3.19,3.18,3.11,8322074,79008664
2014/9/30,3.18,3.21,3.16,3.14,6404226,60691904
2014/10/8,3.16,3.17,3.17,3.11,7766880,73144992
2014/10/13,3.1,3.1,3.08,3.06,7783969,71844688
2014/10/14,3.12,3.14,3.09,3.08,6354700,59160384
2014/10/15,3.09,3.11,3.06,3.04,5359084,49236380
2014/11/13,3.05,3.06,2.91,2.83,10289729,90898424
2014/11/17,2.77,2.83,2.79,2.71,8262096,69096600
2014/11/18,2.79,2.86,2.83,2.74,8663139,73279424
2014/11/19,2.83,2.88,2.85,2.8,6212411,53207040
2014/11/20,2.82,2.86,2.82,2.8,4850254,41123296
2014/11/21,2.82,2.87,2.84,2.8,6159149,52520480
2014/11/25,2.88,2.92,2.9,2.87,9341004,81267296
2014/12/10,2.54,2.63,2.63,2.51,10650526,82639880
2014/12/12,2.74,2.77,2.74,2.72,9470676,77895064
2014/12/19,2.6,2.61,2.57,2.51,12088167,92863488
2014/12/23,2.38,2.39,2.37,2.29,12179379,85851624
2014/12/24,2.38,2.47,2.47,2.35,13032741,94571024
2015/4/30,3.8,3.8,3.8,3.8,4886035,55749660
2015/5/14,4.1,4.1,4.1,4.1,1797868,22095798
2015/5/15,4.3,4.3,4.3,4.3,2405791,31034704
